it looks cute but when you approach another trainer’s growlithe it will bark at you and bite;FIRE
while it’s quite friendly toward humans once it’s grown used to them in the wild it must be quite fierce to defend its territory from rockruff;FIRE
it has lived alongside humans since ages ago its bones have been found in excavations of ruins from the stone age;FIRE
it is a pokémon with a loyal nature it will remain motionless until it is given an order by its trainer;FIRE
it’s very friendly and faithful to people it will try to repel enemies by barking and biting;FIRE
a pokémon that has been admired since the past for its beauty it runs agilely as if on wings;FIRE
a legendary pokémon in china many people are charmed by its grace and beauty while running;FIRE
this legendary chinese pokemon is considered magnificent many people are enchanted by its grand mane;FIRE
its magnificent bark conveys a sense of majesty anyone hearing it can’t help but grovel before it;FIRE
an ancient picture scroll shows that people were attracted to its movement as it ran through prairies;FIRE
arcanine is known for its high speed it is said to be capable of running over 6200 miles in a single day and night the fire that blazes wildly within this pokémon’s body is its source of power;FIRE
a pokémon that is described in chinese legends it is said to race at an unbelievable speed;FIRE
a pokémon that has long been admired for its beauty it runs agilely as if on wings;FIRE
this fleet-footed pokémon is said to run over 6200 miles in a single day and night the fire that blazes wildly within its body is its source of power;FIRE
its proud and regal appearance has captured the hearts of people since long ago;FIRE
this legendary chinese pokémon is considered magnificent many people are enchanted by its grand mane;FIRE
the sight of it running over 6200 miles in a single day and night has captivated many people;FIRE
overflowing with beauty and majesty this strong pokémon appears in ancient eastern folklore;FIRE
the fire burning inside its body serves as the energy to fuel it as it runs great distances it appears in many legends;FIRE
legends tell of its fighting alongside a general and conquering a whole country;FIRE
there are so many old tales about them that they’re called legendary pokémon but there are way more of them around than you’d expect;FIRE
a legendary pokémon in the east many people are charmed by the grace and beauty of its running;FIRE
an ancient picture scroll shows that people were captivated by its movement as it ran through prairies;FIRE
its hooves are 10 times harder than diamonds it can trample anything completely flat in little time;FIRE
capable of jumping incredibly high its hooves and sturdy legs absorb the impact of a hard landing;FIRE
it is a weak runner immediately after birth it gradually becomes faster by chasing after its parents;FIRE
its hind legs which have harder-than-diamond hooves kick back at any presence it senses behind it;FIRE
training by jumping over grass that grows longer every day has made it a world-class jumper;FIRE
ponyta is very weak at birth it can barely stand up this pokémon becomes stronger by stumbling and falling to keep up with its parent;FIRE
its body is light and its legs are incredibly powerful it can clear ayers rock in one leap;FIRE
its hooves are ten times harder than diamond it can trample anything completely flat in little time;FIRE
a ponyta is very weak at birth it can barely stand up its legs become stronger as it stumbles and falls while trying to keep up with its parent;FIRE
about an hour after birth its fiery mane and tail grow out giving it an impressive appearance;FIRE
its legs grow strong while it chases after its parent it runs in fields and mountains all day;FIRE
as a newborn it can barely stand however through galloping its legs are made tougher and faster;FIRE
its hind legs which have hooves that are harder than diamond kick back at any presence it senses behind it;FIRE
it can’t run properly when it’s newly born as it races around with others of its kind its legs grow stronger;FIRE
if you’ve been accepted by ponyta its burning mane is mysteriously no longer hot to the touch;FIRE
about an hour after birth ponyta’s fiery mane and tail grow out giving the pokémon an impressive appearance;FIRE
its legs grow strong while it chases after its parents it runs all day in fields and on mountains;FIRE
these pokémon live in herds out in the grassland newborn foals lack their fiery manes which will develop about an hour after birth;FIRE
very competitive this pokémon will chase anything that moves fast in the hopes of racing it;FIRE
just loves to run if it sees something faster than itself it will give chase at top speed;FIRE
at full gallop its four hooves barely touch the ground because it moves so incredibly fast;FIRE
with incredible acceleration it reaches its top speed of 150 mph after running just ten steps;FIRE
it just loves to gallop the faster it goes the longer the swaying flames of its mane will become;FIRE
rapidash usually can be seen casually cantering in the fields and plains however when this pokémon turns serious its fiery manes flare and blaze as it gallops its way up to 150 mph;FIRE
it can gallop at a top speed of 150 miles per hour it can race as fast as a bullet train while ablaze;FIRE
it usually canters casually in the fields and plains but once a rapidash turns serious its fiery manes flare and blaze as it gallops its way up to 150 mph;FIRE
it gallops at nearly 150 mph with its mane blazing ferociously it races as if it were an arrow;FIRE
it has astounding acceleration from a standstill it can reach top speed within 10 steps;FIRE
when at an all-out gallop its blazing mane sparkles enhancing its beautiful appearance;FIRE
with incredible acceleration it reaches its top speed of 150 mph after running just 10 steps;FIRE
this pokémon can be seen galloping through fields at speeds of up to 150 mph its fiery mane fluttering in the wind;FIRE
the fastest runner becomes the leader and it decides the herd’s pace and direction of travel;FIRE
fiery mane aglow rapidash darts like an arrow across the land this prodigiously swift creature can traverse the vast region of hisui in a day and a half;FIRE
its body always burns with an orange glow that enables it to hide perfectly among flames;FIRE
born in an active volcano its body is always cloaked in flames so it looks like a big ball of fire;FIRE
it dislikes cold places so it blows scorching flames to make the environment suitable for itself;FIRE
the fiery surface of its body gives off a wavering rippling glare that is similar to the sun;FIRE
it moves more frequently in hot areas it can heal itself by dipping its wound into lava;FIRE
in battle magmar blows out intensely hot flames from all over its body to intimidate its opponent this pokémon’s fiery bursts create heat waves that ignite grass and trees in its surroundings;FIRE
found near the mouth of a volcano this fire-breather’s body temperature is nearly 2200 degrees fahrenheit;FIRE
its body always burns with an orange glow that enables it to hide perfectly amidst flames;FIRE
in battle it blows out intense flames from all over its body to intimidate its foe these fiery bursts create heat waves that ignite grass and trees in the area;FIRE
born in the spout of a volcano its body is covered by flames that shimmer like the sun;FIRE
when it breathes deeply heat waves form around its body making it hard to see clearly;FIRE
the scorching fire exhaled by magmar forms heat waves around its body making it hard to see the pokémon clearly;FIRE
when it’s tired it leaps into the mouth of a volcano and soaks its body in magma to ease its weariness its body burns at 2192 degrees f;FIRE
when angered it spouts brilliant fire from all over its body it doesn’t calm down until its opponent has burned to ash;FIRE
its entire body is burning when it breathes the temperature rises when it sneezes flames shoot out!;FIRE
the hotter the place the better they feel magmar in alola are said to be hardier than those in other areas;FIRE
magmar dispatches its prey with fire but it regrets this habit once it realizes that it has burned its intended prey to a charred crisp;FIRE
these pokémon’s bodies are constantly burning magmar are feared as one of the causes behind fires;FIRE
it was born in the crater of a volcano its body is covered with flames that shimmer like the sun;FIRE
legend has it that this pokémon was born from the crater of a volcano when wounded it bathes in lava to heal its body much as one would soak in a hot spring;FIRE
when storing thermal energy in its body its temperature could soar to over 1600 degrees;FIRE
it has a flame chamber inside its body it inhales then blows out fire that is over 3000f degrees;FIRE
it stores some of the air it inhales in its internal flame pouch which heats it to over 3000 degrees;FIRE
it fluffs out its fur collar to cool down its body temperature which can reach 1650 degrees;FIRE
once it has stored up enough heat this pokémon’s body temperature can reach up to 1700 degrees;FIRE
flareon’s fluffy fur has a functional purpose it releases heat into the air so that its body does not get excessively hot this pokémon’s body temperature can rise to a maximum of 1650 degrees f;FIRE
it has a flame bag inside its body after inhaling deeply it blows out flames of nearly 3100 degrees fahrenheit;FIRE
when storing thermal energy in its body its temperature can soar to over 1600 degrees fahrenheit;FIRE
flareon’s fluffy fur releases heat into the air so that its body does not get excessively hot its body temperature can rise to a maximum of 1650 degrees f;FIRE
it has a flame sac in its body its body temperature tops 1650 degrees fahrenheit before battle;FIRE
inhaled air is heated in the flame sac in its body to an intense fire over 3000 degrees fahrenheit;FIRE
it stores some of the air it inhales in its internal flame pouch which heats it to over 3000 degrees fahrenheit;FIRE
it fluffs out its fur collar to cool down its body temperature which can reach 1650 degrees fahrenheit;FIRE
inhaled air is carried to its flame sac heated and exhaled as fire that reaches over 3000 degrees f;FIRE
it has a flame bag inside its body after inhaling deeply it blows out flames of nearly 3000 degrees fahrenheit;FIRE
flareon’s fluffy fur has a functional purpose—it releases heat into the air so that its body does not get excessively hot this pokémon’s body temperature can rise to a maximum of 1650 degrees fahrenheit;FIRE
when it catches prey or finds berries it breathes fire on them until they’re well done and then it gobbles them up;FIRE
its average body temperature is between 1300 and 1500 degrees fahrenheit in its internal flame sac temperatures reach 3000 degrees;FIRE
if it inhales deeply that’s a sign it’s about to attack prepare to be hit by flames of over 3000 degrees fahrenheit!;FIRE
the flame chamber inside its body ignites when flareon gets agitated reaching temperatures of up to 1650 degrees fahrenheit;FIRE
it has a flame chamber inside its body it inhales then breathes out fire that is over 3000 degrees fahrenheit;FIRE
once it has stored up enough heat this pokémon’s body temperature can reach up to 1700 degrees fahrenheit;FIRE
flames burn within a saclike organ inside this pokémon when flareon inhales these flames grow in intensity reaching a mighty 3000 degrees fahrenheit;FIRE
inhaled air is carried to its flame sac heated and exhaled as fire that reaches over 3000 degrees fahrenheit;FIRE
it is timid and always curls itself up in a ball if attacked it flares up its back for protection;FIRE
it usually stays hunched over if it is angry or surprised it shoots flames out of its back;FIRE
the fire that spouts from its back burns hottest when it is angry the flaring flames intimidate foes;FIRE
cyndaquil protects itself by flaring up the flames on its back the flames are vigorous if the pokémon is angry however if it is tired the flames splutter fitfully with incomplete combustion;FIRE
it is timid and always curls itself up in a ball if attacked it flares up its back for protection;FIRE
it flares flames from its back to protect itself the fire burns vigorously if the pokémon is angry when it is tired it sputters with incomplete combustion;FIRE
it has a timid nature if it is startled the flames on its back burn more vigorously;FIRE
hails from the johto region though usually curled into a ball due to its timid disposition it harbors tremendous firepower;FIRE
be careful if it turns its back during battle it means that it will attack with the fire on its back;FIRE
this pokémon is fully covered by nonflammable fur it can withstand any kind of fire attack;FIRE
before battle it turns its back on its opponent to demonstrate how ferociously its fire blazes;FIRE
quilava keeps its foes at bay with the intensity of its flames and gusts of superheated air this pokémon applies its outstanding nimbleness to dodge attacks even while scorching the foe with flames;FIRE
it intimidates foes with intense gusts of flames and superheated air its quick nimbleness lets it dodge attacks even while scorching an enemy;FIRE
it intimidates foes with the heat of its flames the fire burns more strongly when it readies to fight;FIRE
it intimidates foes with the heat of its flames the fire burns stronger as it prepares to fight;FIRE
this creature’s fur is most mysterious—it is wholly impervious to the burning touch of flame should quilava turn its back to you take heed! such a posture indicates a forthcoming attack;FIRE
if its rage peaks it becomes so hot that anything that touches it will instantly go up in flames;FIRE
it has a secret devastating move it rubs its blazing fur together to cause huge explosions;FIRE
when heat from its body causes the air around it to shimmer this is a sign that it is ready to battle;FIRE
typhlosion obscures itself behind a shimmering heat haze that it creates using its intensely hot flames this pokémon creates blazing explosive blasts that burn everything to cinders;FIRE
it can hide behind a shimmering heat haze that it creates using its intense flames typhlosion create blazing explosive blasts that burn everything to cinders;FIRE
it attacks using blasts of fire it creates heat shimmers with intense fire to hide itself;FIRE
it never sleeps it has to keep moving because if it stopped its magma body would cool and harden;FIRE
a common sight in volcanic areas it slowly slithers around in a constant search for warm places;FIRE
these group together in areas that are hotter than normal if it cools off its skin hardens;FIRE
molten magma courses throughout slugma’s circulatory system if this pokémon is chilled the magma cools and hardens its body turns brittle and chunks fall off reducing its size;FIRE
slugma does not have any blood in its body instead intensely hot magma circulates throughout this pokémon’s body carrying essential nutrients and oxygen to its organs;FIRE
it is a species of pokémon that lives in volcanic areas if its body cools its skin hardens and immobilizes it to avoid that it sleeps near magma;FIRE
its body is made of magma if it doesn’t keep moving its body will cool and harden;FIRE
torchic sticks with its trainer following behind with unsteady steps this pokémon breathes fire of over 1800 degrees f including fireballs that leave the foe scorched black;FIRE
torchic has a place inside its body where it keeps its flame give it a hug it will be glowing with warmth this pokémon is covered all over by a fluffy coat of down;FIRE
it has a flame sac inside its belly that perpetually burns it feels warm if it is hugged;FIRE
if attacked it strikes back by spitting balls of fire it forms in its stomach a torchic dislikes darkness because it can’t see its surroundings;FIRE
a fire burns inside so it feels very warm to hug it launches fireballs of 1800 degrees f;FIRE
inside its body is a place where it keeps a small flame hug it it will be as warm as a hot-water bottle;FIRE
a fire burns inside so it feels very warm to hug it launches fireballs of 1800 degrees fahrenheit;FIRE
torchic sticks with its trainer following behind with unsteady steps this pokémon breathes fire of over 1800 degrees fahrenheit including fireballs that leave the foe scorched black;FIRE
torchic has a place inside its body where it keeps its flame give it a hug—it will be glowing with warmth this pokémon is covered all over by a fluffy coat of down;FIRE
a fire burns inside it so it feels very warm to hug it launches fireballs of 1800 degrees fahrenheit;FIRE
torkoal digs through mountains in search of coal if it finds some it fills hollow spaces on its shell with the coal and burns it if it is attacked this pokémon spouts thick black smoke to beat a retreat;FIRE
torkoal generates energy by burning coal it grows weaker as the fire dies down when it is preparing for battle this pokémon burns more coal;FIRE
it burns coal inside its shell if it is attacked it belches thick black smoke and flees;FIRE
it battles using energy it gets from burning coal when loosing smoke from its nostrils it lets off a sound that is similar to a locomotive’s horn;FIRE
it burns coal inside its shell for energy it blows out black soot if it is endangered;FIRE
you find abandoned coal mines full of them they dig tirelessly in search of coal;FIRE
coal is the source of torkoal’s energy large amounts of coal can be found in the mountains where they live;FIRE
if the fire burning within its shell goes out it will die those who wish to raise one in their home must always keep something flammable at hand;FIRE
you can tell how it’s feeling by the smoke spouting from its shell tremendous velocity is a sign of good health;FIRE
it burns coal to produce energy when it has burned through all of its coal it becomes unable to move;FIRE
it burns coal inside its shell for energy it blows out black soot if it is in a tough situation;FIRE
it agilely scales sheer cliffs to live atop craggy mountains its fire is put out when it sleeps;FIRE
its fiery rear end is fueled by gas made in its belly even rain can’t extinguish the fire;FIRE
it is very agile before going to sleep it extinguishes the flame on its tail to prevent fires;FIRE
the gas made in its belly burns from its rear end the fire burns weakly when it feels sick;FIRE
full of vigor and always in high spirits it was once known by the name “lantern-tail” and feared as some kind of apparition;FIRE
after birth its back swells and hardens into a shell powerfully sprays foam from its mouth;WATER
shoots water at prey while in the water withdraws into its shell when in danger;WATER
the shell is soft when it is born it soon becomes so resilient prodding fingers will bounce off it;WATER
the shell which hardens soon after it is born is resilient if you poke it it will bounce back out;WATER
when it feels threatened it draws its legs inside its shell and sprays water from its mouth;WATER
squirtle’s shell is not merely used for protection the shell’s rounded shape and the grooves on its surface help minimize resistance in water enabling this pokémon to swim at high speeds;WATER
when it retracts its long neck into its shell it squirts out water with vigorous force;WATER
after birth its back swells and hardens into a shell it powerfully sprays foam from its mouth;WATER
its shell is not just for protection its rounded shape and the grooves on its surface minimize resistance in water enabling squirtle to swim at high speeds;WATER
it shelters itself in its shell then strikes back with spouts of water at every opportunity;WATER
when it feels threatened it draws its limbs inside its shell and sprays water from its mouth;WATER
it hides in its shell to protect itself then strikes back with spouts of water at every opportunity;WATER
often hides in water to stalk unwary prey for swimming fast it moves its ears to maintain balance;WATER
when tapped this pokémon will pull in its head but its tail will still stick out a little bit;WATER
it is recognized as a symbol of longevity if its shell has algae on it that wartortle is very old;WATER
it cleverly controls its furry ears and tail to maintain its balance while swimming;WATER
its long furry tail is a symbol of longevity making it quite popular among older people;WATER
its tail is large and covered with a rich thick fur the tail becomes increasingly deeper in color as wartortle ages the scratches on its shell are evidence of this pokémon’s toughness as a battler;WATER
this pokémon is very popular as a pet its fur-covered tail is a symbol of its longevity;WATER
it often hides in water to stalk unwary prey for fast swimming it moves its ears to maintain balance;WATER
its large tail is covered with rich thick fur that deepens in color with age the scratches on its shell are evidence of this pokémon’s toughness in battle;WATER
it is said to live 10000 years its furry tail is popular as a symbol of longevity;WATER
it is a well-established symbol of longevity if its shell has algae on it that wartortle is very old;WATER
when tapped on its head this pokémon will pull it in but its tail will stick out a little bit;WATER
a brutal pokémon with pressurized water jets on its shell they are used for high speed tackles;WATER
once it takes aim at its enemy it blasts out water with even more force than a fire hose;WATER
it deliberately makes itself heavy so it can withstand the recoil of the water jets it fires;WATER
the rocket cannons on its shell fire jets of water capable of punching holes through thick steel;WATER
it firmly plants its feet on the ground before shooting water from the jets on its back;WATER
blastoise has water spouts that protrude from its shell the water spouts are very accurate they can shoot bullets of water with enough accuracy to strike empty cans from a distance of over 160 feet;WATER
it crushes its foe under its heavy body to cause fainting in a pinch it will withdraw inside its shell;WATER
the pressurized water jets on this brutal pokémon’s shell are used for high-speed tackles;WATER
the waterspouts that protrude from its shell are highly accurate their bullets of water can precisely nail tin cans from a distance of over 160 feet;WATER
the jets of water it spouts from the rocket cannons on its shell can punch through thick steel;WATER
often seen swimming elegantly by lake shores it is often mistaken for the japanese monster kappa;WATER
its slim and long limbs end in broad flippers they are used for swimming gracefully in lakes;WATER
when it swims at full speed using its long webbed limbs its forehead somehow begins to glow;WATER
it appears by waterways at dusk it may use telekinetic powers if its forehead glows mysteriously;WATER
it swims gracefully along on the quiet slow-moving rivers and lakes of which it is so fond;WATER
the webbed flippers on its forelegs and hind legs and the streamlined body of golduck give it frightening speed this pokémon is definitely much faster than even the most athletic swimmer;WATER
golduck is the fastest swimmer among all pokémon it swims effortlessly even in a rough stormy sea it sometimes rescues people from wrecked ships floundering in high seas;WATER
the forelegs are webbed helping to make it an adept swimmer it can be seen swimming elegantly in lakes etc;WATER
often seen swimming elegantly by lakeshores it is often mistaken for the japanese monster kappa;WATER
a golduck is an adept swimmer it sometimes joins competitive swimmers in training it uses psychic powers when its forehead shimmers with light;WATER
a pokémon that lives in lakes it swims faster than any human swimming champion;WATER
the flippers of its well-developed limbs give it shocking speed it is the best swimmer among pokémon;WATER
it is seen swimming dynamically and elegantly using its well-developed limbs and flippers;WATER
when its forehead shines mysteriously golduck can use the full extent of its power;WATER
it is said that the red part of its forehead grants supernatural powers to those who possess one so it was over-hunted in the past;WATER
it swims along the banks of lakes and catches fish pokémon it takes them to the shore and quietly eats them up;WATER
even fast-swimming fish pokémon can be disabled by golduck it brings them to a standstill and seizes them;WATER
a professional swimmer it can continue swimming for two days straight by waving its long tail skillfully;WATER
its long slim limbs end in broad flippers they are used for swimming gracefully in lakes;WATER
this pokémon lives in gently flowing rivers it paddles through the water with its long limbs putting its graceful swimming skills on display;WATER
old tales tell of golduck punishing those that defiled its river the guilty were dragged into the water and taken away;WATER
this pokémon lives in lakes it swims faster than any world-class swimmer;WATER
its body is strong and it has webbing on its hands and feet golduck can swim easily through rough seas clawing its way through the high waves;WATER
its newly grown legs prevent it from running it appears to prefer swimming than trying to stand;WATER
the direction of the spiral on the belly differs by area it is more adept at swimming than walking;WATER
because it is inept at walking on its newly grown legs it always swims around in water;WATER
the direction of its belly spiral differs by area the equator is thought to have an effect on this;WATER
the swirl on its belly is its insides showing through the skin it looks clearer after it eats;WATER
poliwag has a very thin skin it is possible to see the pokémon’s spiral innards right through the skin despite its thinness however the skin is also very flexible even sharp fangs bounce right off it;WATER
its slick black skin is thin and damp a part of its internal organs can be seen through the skin as a spiral pattern;WATER
its newly grown legs prevent it from walking well it appears to prefer swimming over walking;WATER
it is possible to see this pokémon’s spiral innards right through its thin skin however the skin is also very flexible even sharp fangs bounce right off it;WATER
its skin is so thin its internal organs are visible it has trouble walking on its newly grown feet;WATER
the swirl on its belly is its internal organs showing through if the swirl is tinged white that means it’s affected by some disease;WATER
it’s still not very good at walking its trainers should train this pokémon to walk every day;WATER
despite the danger it wants to come up on land so it does its best to waddle along but when an enemy finds it it rushes back to the water;WATER
the direction of the swirl on their stomachs differs depending on where they live poliwag aficionados can tell them apart at a glance;WATER
for poliwag swimming is easier than walking the swirl pattern on its belly is actually part of the pokémon’s innards showing through the skin;WATER
in rivers with fast-flowing water this pokémon will cling to a rock by using its thick lips which act like a suction cup;WATER
capable of living in or out of water when out of water it sweats to keep its body slimy;WATER
under attack it uses its belly spiral to put the foe to sleep it then makes its escape;WATER
the swirl on its belly subtly undulates staring at it may gradually cause drowsiness;WATER
the skin on most of its body is moist however the skin on its belly spiral feels smooth;WATER
though it is skilled at walking it prefers to live underwater where there is less danger;WATER
the surface of poliwhirl’s body is always wet and slick with an oily fluid because of this greasy covering it can easily slip and slide out of the clutches of any enemy in battle;WATER
its two legs are well developed even though it can live on the ground it prefers living in water;WATER
it can live in or out of water when out of water it constantly sweats to keep its body slimy;WATER
its body surface is always wet and slick with an oily fluid because of this greasy covering it can easily slip and slide out of the clutches of any enemy in battle;WATER
the spiral pattern on its belly subtly undulates staring at it gradually causes drowsiness;WATER
the surface of poliwhirl’s body is always wet and slick with a slimy fluid because of this slippery covering it can easily slip and slide out of the clutches of any enemy in battle;WATER
although it can live on land it prefers to stay in the water where it has fewer natural enemies;WATER
it marches over the land in search of bug pokémon to eat then it takes them underwater so it can dine on them where it’s safe;WATER
although it has become capable of living on land it spends its time in the water where its prey fish pokémon are plentiful;WATER
its health suffers when its skin dries out so be sure to moisturize it diligently;WATER
staring at the swirl on its belly causes drowsiness this trait of poliwhirl’s has been used in place of lullabies to get children to go to sleep;WATER
this pokémon’s sweat is a slimy mucus when captured poliwhirl can slither from its enemies’ grasp and escape;WATER
the protruding horn on its head is very hard it is used for bashing through thick ice;WATER
loves freezing cold conditions relishes swimming in a frigid climate of around 14f degrees;WATER
although it can’t walk well on land it is a graceful swimmer it especially loves being in frigid seas;WATER
in daytime it is often found asleep on the seabed in shallow waters its nostrils close while it swims;WATER
the light blue fur that covers it keeps it protected against the cold it loves iceberg-filled oceans;WATER
seel hunts for prey in the frigid sea underneath sheets of ice when it needs to breathe it punches a hole through the ice with the sharply protruding section of its head;WATER
covered with light blue fur its hide is thick and tough it is active in bitter cold of minus 40 degrees fahrenheit;WATER
the protruding horn on its head is very hard it is used for bashing through thick icebergs;WATER
seel hunt for prey in frigid ice-covered seas when it needs to breathe it punches a hole through the ice with the sharply protruding section of its head;WATER
a pokémon that lives on icebergs it swims in the sea using the point on its head to break up ice;WATER
the colder it gets the better it feels it joyfully swims around oceans so cold that they are filled with floating ice;WATER
covered with light blue fur its hide is thick and tough it is active in bitter cold of -40 degrees fahrenheit;WATER
it has always been supposed that seel live only in cold seas their having shown up in alola is a mystery;WATER
thanks to its thick fat cold seas don’t bother it at all but it gets tired pretty easily in warm waters;WATER
loves freezing-cold conditions relishes swimming in a frigid climate of around 14 degrees fahrenheit;WATER
this pokémon lives on icebergs it uses the sharp point on its head to break up ice as it swims in the sea;WATER
in the distant past it was somewhat stronger than the horribly weak descendants that exist today;WATER
famous for being very unreliable it can be found swimming in seas lakes rivers and shallow puddles;WATER
an underpowered pathetic pokémon it may jump high on rare occasions but never more than seven feet;WATER
for no reason it jumps and splashes about making it easy for predators like pidgeotto to catch it mid-jump;WATER
this weak and pathetic pokémon gets easily pushed along rivers when there are strong currents;WATER
magikarp is a pathetic excuse for a pokémon that is only capable of flopping and splashing this behavior prompted scientists to undertake research into it;WATER
